latitude,longitude,timestamp,traj_id
50.2096,311.4836,1695333448.0,0
50.2873,311.9548,1695333453.0,0
50.3703,312.4751,1695333458.0,0
50.4436,312.9495,1695333463.0,0
50.5218,313.4733,1695333469.0,0
50.5906,313.951,1695333474.0,0
50.6573,314.43,1695333479.0,0
50.7282,314.9585,1695333484.0,0
50.7904,315.4406,1695333489.0,0
50.8563,315.9723,1695333495.0,0
50.9139,316.457,1695333500.0,0
50.9693,316.9429,1695333505.0,0
51.0277,317.4788,1695333510.0,0
51.0785,317.9672,1695333515.0,0
51.1318,318.5056,1695333521.0,0
51.1779,318.9963,1695333526.0,0
51.2217,319.4879,1695333531.0,0
51.2674,320.0298,1695333536.0,0
51.3066,320.5234,1695333541.0,0
51.347,321.0672,1695333547.0,0
51.3814,321.5625,1695333552.0,0
51.4135,322.0585,1695333557.0,0
51.4462,322.6049,1695333562.0,0
51.4735,323.1025,1695333567.0,0
51.4986,323.6007,1695333572.0,0
51.5235,324.1492,1695333578.0,0
51.5437,324.6483,1695333583.0,0
51.5632,325.1979,1695333588.0,0
51.5786,325.6979,1695333593.0,0
